hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
Resort Hotel,0,266,May,0,2,2,0,0,0,0,G,0,No Deposit,0,Transient,118.8,1,1,Check-Out
Resort Hotel,0,42,May,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,111,1,1,Check-Out
Resort Hotel,0,42,May,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,106,0,1,Check-Out
Resort Hotel,0,102,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,101.71,0,1,Check-Out
Resort Hotel,0,35,May,0,2,2,0,0,0,0,G,0,No Deposit,0,Transient,128.44,0,1,Check-Out
Resort Hotel,0,116,May,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,100,0,0,Check-Out
Resort Hotel,0,116,May,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,100,0,2,Check-Out
Resort Hotel,0,35,May,0,2,2,0,0,0,0,C,0,No Deposit,0,Transient,98.04,1,2,Check-Out
Resort Hotel,0,116,May,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,100,0,0,Check-Out
Resort Hotel,0,35,May,0,2,2,0,0,0,0,C,0,No Deposit,0,Transient,98.04,1,2,Check-Out
Resort Hotel,0,116,May,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,100,0,2,Check-Out
Resort Hotel,0,116,May,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,100,0,2,Check-Out
Resort Hotel,0,116,May,0,3,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,100,0,2,Check-Out
Resort Hotel,0,15,May,2,6,2,0,0,0,0,A,0,No Deposit,0,Transient,97.13,1,0,Check-Out
Resort Hotel,0,0,May,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,91.67,0,0,Check-Out
Resort Hotel,0,228,May,2,7,2,0,0,0,0,E,0,No Deposit,0,Transient,81,0,2,Check-Out
Resort Hotel,0,0,May,0,1,2,0,0,0,0,F,0,No Deposit,0,Transient,105,0,0,Check-Out
Resort Hotel,0,116,May,2,5,2,0,0,0,0,C,0,No Deposit,0,Transient,69.95,0,0,Check-Out
Resort Hotel,0,90,May,0,5,2,0,0,0,0,C,0,No Deposit,0,Transient-Party,94,1,1,Check-Out
Resort Hotel,0,7,May,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,120,0,1,Check-Out
Resort Hotel,0,90,May,0,5,2,0,0,0,0,C,0,No Deposit,0,Transient-Party,85,0,1,Check-Out
Resort Hotel,0,82,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,52.85,0,0,Check-Out
Resort Hotel,0,6,May,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,76,0,0,Check-Out
Resort Hotel,0,96,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,61.2,0,0,Check-Out
Resort Hotel,0,7,May,2,5,2,0,0,0,0,A,1,No Deposit,0,Transient,86.43,0,1,Check-Out
Resort Hotel,0,113,May,2,5,2,1,0,0,0,D,0,No Deposit,0,Transient,73.15,0,2,Check-Out
Resort Hotel,0,193,May,4,10,2,0,0,0,0,A,0,No Deposit,0,Contract,42.95,0,1,Check-Out
Resort Hotel,0,193,May,4,10,2,0,0,0,0,A,0,No Deposit,0,Contract,42.95,0,2,Check-Out
Resort Hotel,0,8,May,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,123.67,1,2,Check-Out
Resort Hotel,0,217,May,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,58,0,1,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,102,0,0,Check-Out
Resort Hotel,0,217,May,1,2,2,0,0,0,0,A,0,No Deposit,0,Transient,58,0,1,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,102,0,0,Check-Out
Resort Hotel,0,218,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,82,1,1,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,60,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,101.43,0,0,Check-Out
Resort Hotel,0,273,May,4,10,2,0,0,0,0,E,0,No Deposit,0,Transient,64.1,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,D,1,No Deposit,0,Transient-Party,90,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,102,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,A,4,No Deposit,0,Transient-Party,80,0,1,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,60,0,0,Check-Out
Resort Hotel,0,36,May,2,5,2,0,0,0,0,F,0,No Deposit,0,Transient,134,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,90,0,0,Check-Out
Resort Hotel,0,217,May,2,5,2,0,0,0,0,A,2,No Deposit,61,Transient-Party,81.43,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,D,1,No Deposit,0,Transient-Party,90,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,A,2,No Deposit,0,Transient-Party,80,0,1,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,100,0,0,Check-Out
Resort Hotel,0,94,May,1,2,2,0,0,0,0,D,0,No Deposit,0,Transient,132,0,1,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient-Party,92,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,A,3,No Deposit,0,Transient-Party,81.71,0,1,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,60,0,0,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,60,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,102,0,0,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,60,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,A,4,No Deposit,0,Transient-Party,80,0,0,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,61.43,0,0,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,60,0,0,Check-Out
Resort Hotel,0,156,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,62,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,A,3,No Deposit,0,Transient-Party,80,0,1,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,102,0,0,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,D,1,No Deposit,0,Transient-Party,92,0,0,Check-Out
Resort Hotel,0,30,May,1,1,2,0,0,0,0,D,0,No Deposit,0,Transient,136,0,2,Check-Out
Resort Hotel,0,51,May,1,3,2,0,0,0,0,H,0,No Deposit,0,Transient,170,0,2,Check-Out
Resort Hotel,0,156,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient,102,0,1,Check-Out
Resort Hotel,0,13,May,1,0,2,0,0,0,0,A,1,No Deposit,0,Transient,48,0,0,Check-Out
Resort Hotel,0,45,May,3,7,2,0,0,0,0,D,0,No Deposit,0,Transient,101.8,0,0,Check-Out
Resort Hotel,0,10,May,1,4,2,0,0,0,0,A,0,No Deposit,0,Transient,94,1,0,Check-Out
Resort Hotel,0,25,May,1,0,1,0,0,0,0,D,0,No Deposit,0,Transient,105,0,1,Check-Out
Resort Hotel,0,26,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient,62,0,0,Check-Out
Resort Hotel,0,242,May,4,10,2,0,0,0,0,E,0,No Deposit,0,Transient,84.15,0,1,Check-Out
Resort Hotel,0,0,May,1,0,2,0,0,0,0,D,0,No Deposit,0,Transient,75,0,2,Check-Out
Resort Hotel,0,2,May,1,1,2,0,0,0,0,E,0,No Deposit,0,Transient,84.05,0,0,Check-Out
Resort Hotel,0,63,May,1,2,2,0,0,0,0,D,1,No Deposit,0,Transient,100,0,1,Check-Out
Resort Hotel,0,313,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,51.97,0,1,Check-Out
Resort Hotel,0,16,May,2,1,2,0,0,0,0,B,0,No Deposit,0,Transient,72.8,0,1,Check-Out
Resort Hotel,0,319,May,2,2,2,0,1,0,0,A,1,No Deposit,0,Transient,55.5,0,3,Check-Out
Resort Hotel,0,6,May,1,0,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,60,0,1,Check-Out
Resort Hotel,0,110,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Contract,40.95,0,0,Check-Out
Resort Hotel,0,17,May,1,0,1,0,0,0,0,D,0,No Deposit,0,Transient,45,0,0,Check-Out
Resort Hotel,0,2,May,1,0,2,0,0,0,0,D,0,No Deposit,0,Transient,82,1,2,Check-Out
Resort Hotel,0,0,May,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,47,0,0,Check-Out
Resort Hotel,0,0,May,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,60,0,0,Check-Out
Resort Hotel,0,90,May,4,10,2,0,0,0,0,D,0,No Deposit,0,Contract,52.85,0,0,Check-Out
Resort Hotel,0,2,May,2,1,2,0,0,0,0,A,0,No Deposit,0,Transient,95.33,1,1,Check-Out
Resort Hotel,0,3,May,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,52,0,0,Check-Out
Resort Hotel,0,3,May,1,0,1,0,0,0,0,F,0,No Deposit,0,Transient,0,1,1,Check-Out
Resort Hotel,0,12,May,2,2,2,0,0,0,0,D,0,No Deposit,0,Transient,105.25,0,0,Check-Out
Resort Hotel,0,3,May,1,0,1,0,0,0,0,F,0,No Deposit,0,Transient,0,1,1,Check-Out
Resort Hotel,0,0,May,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,92,1,1,Check-Out
Resort Hotel,0,0,May,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,85,0,1,Check-Out
Resort Hotel,0,6,May,1,0,2,1,0,0,0,C,0,No Deposit,0,Transient-Party,90,0,2,Check-Out
Resort Hotel,0,250,May,4,5,2,0,0,0,0,A,0,No Deposit,0,Transient,54,0,0,Check-Out
Resort Hotel,0,2,May,2,3,2,0,0,0,0,E,0,No Deposit,0,Transient,151,0,0,Check-Out
Resort Hotel,0,9,May,2,0,3,0,0,0,0,D,1,No Deposit,0,Transient,127.5,0,2,Check-Out
Resort Hotel,0,2,May,1,0,2,0,0,0,0,A,0,No Deposit,0,Transient,67,1,1,Check-Out
Resort Hotel,0,0,May,2,0,2,0,0,0,0,E,0,No Deposit,0,Transient,90,0,2,Check-Out
Resort Hotel,0,13,May,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,55,1,0,Check-Out
Resort Hotel,0,0,May,1,0,1,0,0,0,0,A,0,No Deposit,0,Transient,79,1,0,Check-Out
Resort Hotel,0,110,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Contract,40.95,0,0,Check-Out
Resort Hotel,0,7,May,2,1,2,0,0,0,0,D,0,No Deposit,0,Transient,91.73,1,0,Check-Out
Resort Hotel,0,1,May,1,1,2,0,0,0,0,F,0,No Deposit,0,Transient,109.5,1,2,Check-Out
Resort Hotel,0,112,May,3,6,2,0,0,0,0,D,1,No Deposit,0,Transient,124,0,1,Check-Out
Resort Hotel,0,112,May,3,6,3,0,0,0,0,D,1,No Deposit,0,Transient,143.89,0,1,Check-Out
Resort Hotel,0,1,May,0,1,1,0,0,0,0,D,0,No Deposit,0,Transient,102,1,0,Check-Out
Resort Hotel,0,10,May,1,1,2,0,0,0,0,D,0,No Deposit,0,Transient,85,0,2,Check-Out
Resort Hotel,0,1,May,1,1,2,0,0,0,0,D,0,No Deposit,0,Transient,77,1,1,Check-Out
Resort Hotel,0,4,May,1,1,1,0,0,0,0,A,2,No Deposit,0,Transient,63.5,0,1,Check-Out
Resort Hotel,0,118,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,44,0,0,Check-Out
Resort Hotel,0,29,May,2,3,2,1,1,0,0,G,2,No Deposit,0,Transient,211,1,4,Check-Out
Resort Hotel,0,6,May,0,1,2,0,0,0,0,E,0,No Deposit,0,Transient,92,1,1,Check-Out
Resort Hotel,0,5,May,2,2,2,0,0,0,0,A,0,No Deposit,0,Transient,94.5,1,0,Check-Out
Resort Hotel,0,5,May,2,2,2,0,0,0,0,C,0,No Deposit,0,Transient,89,0,0,Check-Out
Resort Hotel,0,118,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,44,0,0,Check-Out
Resort Hotel,0,118,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Transient-Party,42,0,0,Check-Out
Resort Hotel,0,118,May,2,5,1,0,0,0,0,A,1,No Deposit,0,Transient-Party,44,0,0,Check-Out
Resort Hotel,0,82,May,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient,147,0,1,Check-Out
Resort Hotel,0,215,May,4,10,2,0,0,0,0,A,0,No Deposit,0,Transient,63.57,0,1,Check-Out
Resort Hotel,0,82,May,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient,147,0,1,Check-Out
Resort Hotel,0,13,May,2,4,2,0,0,0,0,E,0,No Deposit,0,Transient,105.83,0,2,Check-Out
Resort Hotel,0,125,May,2,1,2,0,0,0,0,E,0,No Deposit,0,Transient,115,0,1,Check-Out
Resort Hotel,0,5,May,0,1,2,0,0,0,0,E,0,No Deposit,0,Transient,85,0,1,Check-Out
Resort Hotel,0,82,May,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient,147,0,1,Check-Out
Resort Hotel,0,8,May,0,1,2,0,0,0,0,F,0,No Deposit,0,Transient,115,0,1,Check-Out
Resort Hotel,0,3,May,2,4,2,0,0,0,0,F,2,No Deposit,0,Transient,170.67,1,0,Check-Out
Resort Hotel,0,140,May,2,5,2,0,0,0,0,I,0,No Deposit,0,Transient-Party,2,0,0,Check-Out
Resort Hotel,0,241,May,2,4,2,0,0,0,0,E,0,No Deposit,0,Transient,41.58,0,1,Check-Out
Resort Hotel,0,21,May,2,3,2,0,0,0,0,A,1,No Deposit,0,Transient,92,0,1,Check-Out
Resort Hotel,0,20,May,2,5,3,0,0,0,0,G,1,No Deposit,0,Transient,170,0,0,Check-Out
Resort Hotel,0,8,May,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,89.18,0,1,Check-Out
Resort Hotel,0,351,May,4,10,2,0,0,0,0,A,0,No Deposit,0,Contract,42.95,0,0,Check-Out
Resort Hotel,0,86,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,50.86,0,0,Check-Out
Resort Hotel,0,8,May,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,91.18,0,1,Check-Out
Resort Hotel,0,177,May,0,1,2,0,0,0,0,E,0,No Deposit,0,Transient,62,0,0,Check-Out
Resort Hotel,0,113,May,4,7,2,0,0,0,0,A,0,No Deposit,0,Contract,40.95,0,2,Check-Out
Resort Hotel,0,13,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,104.14,0,0,Check-Out
Resort Hotel,0,35,May,2,3,2,0,0,0,0,E,0,No Deposit,0,Transient,119,0,1,Check-Out
Resort Hotel,0,1,May,0,1,1,0,0,0,0,D,0,No Deposit,0,Transient,76,0,0,Check-Out
Resort Hotel,0,126,May,2,4,2,0,1,0,0,C,2,No Deposit,0,Transient,88.55,0,2,Check-Out
Resort Hotel,0,5,May,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient,117.75,1,1,Check-Out
Resort Hotel,0,1,May,0,1,1,0,0,0,0,D,0,No Deposit,0,Transient,95,1,1,Check-Out
Resort Hotel,0,0,May,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,90,1,0,Check-Out
Resort Hotel,0,1,May,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,82,1,0,Check-Out
Resort Hotel,0,12,May,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,85,0,1,Check-Out
Resort Hotel,0,3,May,1,2,2,1,0,0,0,C,0,No Deposit,0,Transient,96.67,1,2,Check-Out
Resort Hotel,0,16,May,2,5,2,0,0,0,0,G,1,No Deposit,0,Transient,170,0,1,Check-Out
Resort Hotel,0,80,May,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,85,0,2,Check-Out
Resort Hotel,0,75,May,1,2,2,0,0,0,0,A,0,No Deposit,0,Contract,40.95,0,1,Check-Out
Resort Hotel,0,37,May,0,2,2,0,0,0,0,D,0,No Deposit,0,Transient,106,1,3,Check-Out
Resort Hotel,0,0,May,2,2,2,0,0,0,0,E,0,No Deposit,0,Transient,97.5,0,0,Check-Out
Resort Hotel,0,247,May,2,3,2,0,0,0,0,E,1,No Deposit,0,Transient,56,0,1,Check-Out
Resort Hotel,0,105,May,2,3,2,0,0,0,0,C,0,No Deposit,0,Transient,71.18,1,1,Check-Out
Resort Hotel,0,234,May,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,45.2,0,1,Check-Out
Resort Hotel,0,121,May,0,2,2,0,0,0,0,E,0,No Deposit,0,Transient-Party,85,0,2,Check-Out
Resort Hotel,0,212,May,2,2,2,0,0,0,0,C,2,No Deposit,0,Transient,40.95,0,2,Check-Out
Resort Hotel,0,260,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Contract,40.95,0,0,Check-Out
Resort Hotel,0,230,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Contract,34.2,0,0,Check-Out
Resort Hotel,0,121,May,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,85,0,1,Check-Out
Resort Hotel,0,225,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,52.85,0,0,Check-Out
Resort Hotel,0,272,May,4,10,2,0,0,0,0,A,0,No Deposit,0,Contract,42.81,0,0,Check-Out
Resort Hotel,0,6,May,1,2,1,0,0,0,0,A,0,No Deposit,0,Transient,83.67,0,0,Check-Out
Resort Hotel,0,121,May,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient-Party,85,0,1,Check-Out
Resort Hotel,0,238,May,2,5,2,0,0,0,0,C,2,No Deposit,0,Transient,68,1,2,Check-Out
Resort Hotel,0,32,May,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89,0,4,Check-Out
Resort Hotel,0,17,May,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,89.4,0,2,Check-Out
Resort Hotel,0,12,May,1,3,2,0,0,0,0,H,0,No Deposit,0,Transient,85,0,1,Check-Out
Resort Hotel,0,113,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,72,0,0,Check-Out
Resort Hotel,0,58,May,2,3,2,0,0,0,0,F,0,No Deposit,0,Transient,128,0,0,Check-Out
Resort Hotel,0,106,May,2,5,1,0,0,0,0,F,2,No Deposit,0,Transient,96.25,0,0,Check-Out
Resort Hotel,0,3,May,0,1,1,0,0,0,0,A,0,No Deposit,0,Transient,80,0,0,Check-Out
Resort Hotel,0,115,May,0,2,2,0,0,0,0,A,0,No Deposit,0,Transient,85,0,2,Check-Out
Resort Hotel,0,21,May,2,3,2,0,0,0,0,F,0,No Deposit,0,Transient,106.4,0,1,Check-Out
Resort Hotel,0,94,May,0,3,2,0,0,0,0,D,2,No Deposit,0,Transient,100,0,1,Check-Out
Resort Hotel,0,3,May,2,3,2,0,0,0,0,A,0,No Deposit,0,Transient,71,1,1,Check-Out
Resort Hotel,0,152,May,1,3,2,0,0,0,0,A,0,No Deposit,0,Transient,50.2,0,1,Check-Out
Resort Hotel,0,125,May,2,4,2,0,0,0,0,D,0,No Deposit,0,Transient,100,0,0,Check-Out
Resort Hotel,0,234,May,2,5,2,0,0,0,0,A,2,No Deposit,0,Transient,55.71,0,1,Check-Out
Resort Hotel,0,27,May,2,5,2,0,0,0,0,F,1,No Deposit,0,Transient,167,0,0,Check-Out
Resort Hotel,0,119,May,4,9,2,0,0,0,0,D,1,No Deposit,0,Transient-Party,118.8,0,0,Check-Out
Resort Hotel,0,119,May,4,9,2,0,0,0,0,D,2,No Deposit,0,Transient-Party,118.8,0,0,Check-Out
Resort Hotel,0,105,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Contract,40.95,0,0,Check-Out
Resort Hotel,0,193,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Contract,36.2,0,0,Check-Out
Resort Hotel,0,193,May,2,5,1,0,0,0,0,A,0,No Deposit,0,Contract,36.2,0,0,Check-Out
Resort Hotel,0,193,May,2,5,1,0,0,0,0,A,1,No Deposit,0,Contract,34.2,0,0,Check-Out
Resort Hotel,0,263,May,2,6,2,0,0,0,0,A,1,No Deposit,0,Transient-Party,56,0,2,Check-Out
Resort Hotel,0,88,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,50.86,0,0,Check-Out
Resort Hotel,0,135,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,100,0,2,Check-Out
Resort Hotel,0,89,May,2,2,2,0,0,0,0,D,2,No Deposit,0,Transient,100,0,2,Check-Out
Resort Hotel,0,150,May,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,62,0,0,Check-Out
Resort Hotel,0,228,May,2,5,2,0,0,0,0,A,1,No Deposit,0,Transient,43.2,0,0,Check-Out
Resort Hotel,0,26,May,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,80.75,0,0,Check-Out
Resort Hotel,0,117,May,2,4,2,0,0,0,0,D,0,No Deposit,0,Transient,59.33,0,1,Check-Out
Resort Hotel,0,221,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Transient,79.2,0,0,Check-Out
Resort Hotel,0,30,May,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,90,0,2,Check-Out
Resort Hotel,0,5,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,86.43,0,1,Check-Out
Resort Hotel,0,244,May,4,14,2,0,0,0,0,E,0,No Deposit,0,Transient,83,0,1,Check-Out
Resort Hotel,0,81,May,0,4,2,0,0,0,0,A,0,No Deposit,0,Transient,45.5,0,0,Check-Out
Resort Hotel,0,128,May,2,5,2,0,0,0,0,E,0,No Deposit,0,Transient,82.8,0,0,Check-Out
Resort Hotel,0,66,May,2,5,2,0,1,0,0,G,1,No Deposit,0,Transient-Party,172,1,1,Check-Out
Resort Hotel,0,66,May,2,5,2,0,0,0,0,G,1,No Deposit,0,Transient-Party,165,0,0,Check-Out
Resort Hotel,0,326,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,56,1,1,Check-Out
Resort Hotel,0,297,May,0,1,2,0,0,0,0,A,0,No Deposit,0,Transient,54,0,1,Check-Out
Resort Hotel,0,16,May,0,2,2,0,0,0,0,H,0,No Deposit,0,Transient,85,0,2,Check-Out
Resort Hotel,0,8,May,0,3,2,0,0,0,0,H,0,No Deposit,0,Transient,85,0,1,Check-Out
Resort Hotel,0,120,May,1,4,2,0,0,0,0,D,0,No Deposit,0,Transient,100,0,2,Check-Out
Resort Hotel,0,247,May,2,5,2,0,0,0,0,D,1,No Deposit,0,Transient,55.2,0,1,Check-Out
Resort Hotel,0,114,May,2,5,2,0,0,0,0,D,1,No Deposit,0,Transient,88.5,0,1,Check-Out
Resort Hotel,0,35,May,2,6,2,0,0,0,0,G,1,No Deposit,0,Transient,169,0,0,Check-Out
Resort Hotel,0,16,May,0,2,1,0,0,0,0,G,0,No Deposit,0,Transient,176.67,1,1,Check-Out
Resort Hotel,0,103,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,40.95,0,1,Check-Out
Resort Hotel,0,13,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,68.4,0,1,Check-Out
Resort Hotel,0,289,May,2,8,2,0,0,0,0,F,1,No Deposit,0,Contract,72.95,0,0,Check-Out
Resort Hotel,0,361,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,83.71,0,4,Check-Out
Resort Hotel,0,361,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,80.85,0,3,Check-Out
Resort Hotel,0,89,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,50.85,0,0,Check-Out
Resort Hotel,0,89,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Contract,40.95,0,0,Check-Out
Resort Hotel,0,81,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,52.85,0,1,Check-Out
Resort Hotel,0,85,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,80.85,0,0,Check-Out
Resort Hotel,0,103,May,2,5,2,0,0,0,0,A,0,No Deposit,0,Transient,43.2,0,1,Check-Out
Resort Hotel,0,107,May,2,8,2,0,0,0,0,A,0,No Deposit,0,Contract,42.95,0,0,Check-Out
Resort Hotel,0,93,May,0,3,2,0,0,0,0,C,1,No Deposit,0,Transient,123,0,2,Check-Out
Resort Hotel,0,262,May,2,6,2,0,0,0,0,E,0,No Deposit,0,Transient,64.1,0,0,Check-Out
Resort Hotel,0,12,May,0,5,2,0,0,0,0,A,0,No Deposit,0,Transient,99,1,1,Check-Out
Resort Hotel,0,5,May,0,1,2,0,0,0,0,G,0,No Deposit,0,Transient,182,1,0,Check-Out
Resort Hotel,0,9,May,0,2,2,0,1,0,0,A,3,No Deposit,0,Transient,104.5,1,2,Check-Out
Resort Hotel,0,9,May,0,2,1,0,0,0,0,A,2,No Deposit,0,Transient,95.5,0,1,Check-Out
Resort Hotel,0,66,May,4,10,2,0,0,0,0,F,2,No Deposit,0,Transient,154,0,0,Check-Out
Resort Hotel,0,67,May,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,100,0,2,Check-Out
Resort Hotel,0,0,May,0,1,2,0,0,0,0,D,0,No Deposit,0,Transient,167,0,1,Check-Out
Resort Hotel,0,124,May,2,5,2,0,0,0,0,D,0,No Deposit,0,Contract,52.85,0,0,Check-Out
Resort Hotel,0,2,May,0,1,2,1,0,0,0,D,1,No Deposit,0,Transient-Party,167,0,1,Check-Out
Resort Hotel,0,2,May,0,1,2,1,0,0,0,A,1,No Deposit,0,Transient-Party,108,0,1,Check-Out
Resort Hotel,0,2,May,0,1,2,0,0,0,0,C,1,No Deposit,0,Transient-Party,150,1,1,Check-Out
Resort Hotel,0,13,May,0,4,2,0,0,0,0,E,2,No Deposit,0,Transient,125.5,1,1,Check-Out
Resort Hotel,0,20,May,0,3,2,0,0,0,0,A,0,No Deposit,0,Transient,91.67,0,0,Check-Out
Resort Hotel,0,68,May,0,1,2,0,0,0,0,I,2,No Deposit,0,Transient,127,1,2,Check-Out
Resort Hotel,0,1,May,1,0,2,0,0,0,0,G,0,No Deposit,0,Transient,135,0,2,Check-Out
Resort Hotel,0,128,May,0,3,2,0,0,0,0,G,0,No Deposit,0,Transient,64.8,0,2,Check-Out
Resort Hotel,0,3,May,0,1,2,0,1,0,0,H,1,No Deposit,0,Transient,0,1,3,Check-Out
Resort Hotel,0,223,May,4,10,2,0,0,0,0,A,0,No Deposit,0,Transient,62.48,0,2,Check-Out
Resort Hotel,0,1,May,0,1,2,0,0,0,0,A,1,No Deposit,0,Transient,127,1,0,Check-Out
