"ID","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Trans_Amt","Total_Trans_Ct"
716474358,"Existing Customer",43,"F",3,"Unknown","Married","Less than $40K",35,5,3,2,1721,729,4853,74
711487533,"Attrited Customer",47,"F",3,"Unknown","Married","Less than $40K",38,3,3,2,1438.3,0,1687,38
715268508,"Existing Customer",42,"M",3,"Graduate","Married","$40K - $60K",36,3,2,5,23981,1399,14840,125
771441558,"Existing Customer",49,"M",2,"Post-Graduate","Married","$60K - $80K",37,5,3,3,2608,1589,2073,47
719313633,"Existing Customer",53,"F",0,"High School","Married","$40K - $60K",36,6,2,3,2883,1936,4244,53
788725608,"Existing Customer",44,"F",3,"Graduate","Single","Less than $40K",17,1,2,3,8861,1149,8387,102
718000383,"Existing Customer",60,"F",1,"Graduate","Single","Unknown",51,3,3,4,23566,1147,4274,64
720190083,"Attrited Customer",56,"F",3,"Unknown","Single","Less than $40K",39,1,3,4,1632,0,2509,47
717885183,"Existing Customer",36,"M",1,"Graduate","Single","Less than $40K",25,6,1,2,2622,2489,2717,79
717548358,"Existing Customer",38,"F",1,"College","Married","Less than $40K",25,3,3,1,2580,2265,1665,57
779804208,"Existing Customer",53,"F",2,"Graduate","Single","$40K - $60K",42,6,2,0,5332,0,1371,39
789301458,"Existing Customer",41,"F",4,"High School","Married","Unknown",30,5,2,2,9139,1620,4675,78
717916758,"Existing Customer",67,"F",0,"Unknown","Married","Unknown",56,4,3,3,10509,2388,1365,34
789394833,"Existing Customer",47,"M",2,"Unknown","Divorced","$80K - $120K",37,1,2,2,21714,1969,13270,104
708687483,"Attrited Customer",54,"F",4,"Graduate","Single","Less than $40K",36,3,2,3,13626,0,1711,30
772095858,"Existing Customer",38,"F",2,"Graduate","Single","Unknown",27,4,2,3,13429,1246,3929,66
715421058,"Existing Customer",51,"M",1,"Unknown","Married","$60K - $80K",36,3,2,4,22224,979,3346,69
718863258,"Attrited Customer",54,"F",2,"Doctorate","Married","Less than $40K",41,2,2,3,3881,2517,2463,38
716324583,"Existing Customer",42,"F",4,"Uneducated","Single","Unknown",36,1,4,1,2875,1892,4577,81
779315508,"Attrited Customer",43,"M",4,"Post-Graduate","Single","$40K - $60K",25,1,2,2,9043,1974,4638,48
716452908,"Existing Customer",36,"F",1,"Unknown","Single","Less than $40K",36,4,2,3,9239,1421,2246,44
720531633,"Attrited Customer",55,"F",1,"Graduate","Unknown","Less than $40K",36,4,2,2,3552,2517,2665,36
720458883,"Existing Customer",29,"M",1,"High School","Married","$60K - $80K",16,3,2,1,12495,2517,14524,106
713370033,"Attrited Customer",53,"F",0,"Graduate","Single","Less than $40K",40,4,1,4,1438.3,0,2014,53
778919583,"Existing Customer",49,"F",0,"Graduate","Married","Less than $40K",30,3,2,0,1604,1112,4253,68
713084208,"Attrited Customer",43,"M",4,"College","Married","$40K - $60K",32,6,3,3,4373,0,2397,46
720877083,"Existing Customer",50,"M",2,"Graduate","Married","$80K - $120K",36,6,1,2,9748,1354,3323,66
771073908,"Existing Customer",62,"M",0,"Unknown","Married","$40K - $60K",48,4,1,2,1438.3,0,1406,27
789271533,"Existing Customer",51,"F",1,"Doctorate","Single","Less than $40K",40,5,3,2,1438.3,908,4653,74
789307833,"Existing Customer",44,"M",4,"College","Unknown","$120K +",34,5,3,3,8874,1590,1849,56
708113208,"Existing Customer",53,"F",1,"High School","Married","Less than $40K",36,3,2,2,1688,0,4375,69
797748708,"Existing Customer",44,"M",4,"Unknown","Single","$80K - $120K",38,5,3,4,3936,2024,5001,66
712841883,"Attrited Customer",50,"M",3,"College","Single","$80K - $120K",36,3,3,2,34516,2517,7155,66
787617483,"Existing Customer",58,"F",0,"Uneducated","Single","Less than $40K",48,6,2,4,2628,1542,4335,76
713985183,"Existing Customer",46,"F",5,"Graduate","Single","Less than $40K",38,4,5,2,2799,2412,4634,91
799249833,"Existing Customer",34,"M",2,"Graduate","Single","Less than $40K",28,5,1,4,4439,844,2858,71
721217283,"Existing Customer",27,"M",0,"Graduate","Single","$120K +",17,6,2,2,8713,1354,2094,36
771474108,"Existing Customer",40,"F",2,"Uneducated","Married","Less than $40K",28,3,2,2,1794,1019,4455,63
715466133,"Existing Customer",50,"F",1,"Doctorate","Married","Unknown",40,3,3,1,2492,1410,4374,75
716273133,"Existing Customer",41,"F",3,"Graduate","Married","Less than $40K",36,2,2,3,1593,0,4853,78
713303733,"Existing Customer",53,"M",1,"Graduate","Married","$120K +",41,6,3,2,1612,744,1564,33
713784558,"Existing Customer",59,"F",1,"Graduate","Single","$40K - $60K",36,1,2,3,3510,941,4833,77
718890933,"Attrited Customer",45,"F",4,"Doctorate","Married","Less than $40K",27,3,2,2,1438.3,0,2429,38
778601733,"Attrited Customer",55,"F",3,"High School","Single","$40K - $60K",47,5,4,3,2687,1689,2370,34
720487308,"Existing Customer",49,"M",1,"High School","Unknown","$60K - $80K",38,3,3,2,15898,0,4184,54
720568083,"Existing Customer",40,"M",2,"Graduate","Divorced","$60K - $80K",36,5,2,4,8624,0,2428,53
709615458,"Existing Customer",54,"M",3,"Graduate","Married","$120K +",44,2,1,3,34516,862,15034,111
708211383,"Existing Customer",35,"F",3,"Graduate","Single","Less than $40K",27,3,3,3,2664,0,3906,74
713997183,"Existing Customer",34,"F",2,"Unknown","Single","Less than $40K",36,3,3,2,2791,2160,2214,56
711466533,"Existing Customer",43,"F",2,"Graduate","Married","Less than $40K",33,5,2,2,3933,852,1489,45
715932708,"Existing Customer",41,"M",3,"Unknown","Unknown","$60K - $80K",36,4,3,1,5813,1614,4365,75
710833908,"Existing Customer",45,"M",5,"High School","Married","$80K - $120K",25,1,3,3,25601,1384,12896,100
714691683,"Existing Customer",62,"M",1,"Graduate","Single","$60K - $80K",54,4,1,4,13284,607,4942,76
771071958,"Existing Customer",41,"F",3,"Graduate","Single","Less than $40K",28,6,1,2,7768,1669,1051,22
721284258,"Existing Customer",53,"M",2,"Unknown","Married","$80K - $120K",44,4,1,3,7181,2517,1636,39
716375883,"Existing Customer",53,"F",3,"Uneducated","Married","Unknown",36,6,2,2,2447,1558,1716,38
719767683,"Attrited Customer",46,"M",0,"College","Single","$80K - $120K",39,2,3,3,16983,0,8526,79
718282983,"Existing Customer",60,"M",0,"College","Unknown","Less than $40K",47,6,3,3,3076,2257,4522,75
712407033,"Existing Customer",26,"F",0,"Uneducated","Unknown","Unknown",13,1,2,3,34516,2403,4174,59
718333983,"Attrited Customer",57,"M",4,"Unknown","Divorced","$120K +",36,2,2,3,13694,2219,9040,63
721057758,"Existing Customer",61,"F",1,"Unknown","Married","Unknown",47,4,2,3,1438.3,0,1449,27
712349808,"Existing Customer",44,"F",4,"College","Single","Unknown",34,4,1,2,12310,670,4176,76
714336333,"Existing Customer",48,"M",4,"Doctorate","Unknown","$80K - $120K",40,3,2,2,3429,1268,4422,64
709447908,"Existing Customer",45,"M",2,"Graduate","Married","$60K - $80K",33,4,3,4,2648,2309,3281,63
772728933,"Attrited Customer",50,"M",2,"High School","Married","$120K +",40,6,4,3,13709,813,2511,40
714991608,"Existing Customer",41,"F",3,"High School","Single","$40K - $60K",31,3,3,2,1438.3,913,4300,68
718042383,"Existing Customer",38,"M",1,"Uneducated","Unknown","$40K - $60K",18,3,3,3,3523,1379,15108,118
711009708,"Existing Customer",40,"M",3,"High School","Single","$80K - $120K",28,5,1,0,21617,0,1351,22
712096758,"Existing Customer",49,"F",2,"Graduate","Unknown","$40K - $60K",36,6,3,1,5370,653,4504,81
769684158,"Existing Customer",42,"M",4,"College","Single","$40K - $60K",36,3,3,2,2502,1488,3763,75
720302883,"Existing Customer",53,"F",3,"Graduate","Married","Less than $40K",35,4,3,1,3390,2180,4585,78
716230158,"Existing Customer",35,"F",3,"Graduate","Married","$40K - $60K",36,4,1,4,7234,2000,4272,83
717499083,"Existing Customer",35,"M",0,"Unknown","Single","$60K - $80K",36,3,1,2,17236,0,3013,78
720844008,"Existing Customer",54,"F",4,"Graduate","Single","Less than $40K",45,6,2,2,1990,1747,5216,87
713914683,"Existing Customer",44,"F",1,"Graduate","Single","$40K - $60K",36,3,4,2,1484,885,4819,74
709364433,"Existing Customer",36,"F",3,"High School","Married","Unknown",30,6,2,2,3399,2173,1571,34
720634683,"Attrited Customer",48,"F",2,"College","Married","Unknown",37,5,2,4,2220,0,2456,45
792995808,"Existing Customer",57,"F",3,"Post-Graduate","Single","$40K - $60K",51,5,4,5,7226,1689,3474,67
820288233,"Existing Customer",26,"F",0,"Uneducated","Single","Less than $40K",20,4,3,4,1438.3,0,2731,39
720711483,"Attrited Customer",56,"F",1,"High School","Married","Unknown",42,5,2,3,3674,2517,2608,45
711351108,"Existing Customer",44,"F",3,"High School","Unknown","Less than $40K",36,3,3,2,2608,1804,4671,61
757167633,"Existing Customer",50,"M",2,"Uneducated","Single","$60K - $80K",43,4,3,3,4388,642,3836,81
714225333,"Existing Customer",48,"F",4,"Graduate","Married","Less than $40K",36,5,1,1,2930,773,1545,21
711203658,"Existing Customer",46,"M",3,"Graduate","Unknown","$40K - $60K",34,3,6,1,2259,1346,7745,88
779779083,"Existing Customer",38,"F",3,"High School","Single","$40K - $60K",26,2,2,1,23981,0,7872,103
717836733,"Existing Customer",49,"F",1,"Graduate","Married","Less than $40K",36,6,2,1,5153,1378,4274,81
716669658,"Attrited Customer",51,"F",1,"High School","Single","Less than $40K",33,6,3,3,2006,1608,2760,38
824915208,"Existing Customer",44,"F",3,"Doctorate","Married","Unknown",40,2,1,1,7212,1008,5169,82
713764458,"Existing Customer",53,"M",2,"Graduate","Single","$120K +",36,5,2,3,10620,2090,3453,68
708701358,"Existing Customer",39,"F",2,"Uneducated","Single","Less than $40K",36,3,2,3,2370,2031,4000,79
714733908,"Existing Customer",51,"M",2,"High School","Married","$60K - $80K",37,6,6,3,8787,1087,4537,75
714726858,"Attrited Customer",31,"F",0,"Post-Graduate","Divorced","Less than $40K",36,6,3,3,4871,0,2773,34
710820783,"Existing Customer",45,"F",4,"Graduate","Married","Unknown",36,6,1,2,5989,0,4246,78
778819083,"Attrited Customer",41,"F",2,"Doctorate","Married","$40K - $60K",33,1,3,3,1604,0,2264,47
713309583,"Existing Customer",55,"F",2,"College","Married","Less than $40K",36,6,3,4,2967,2129,2177,59
709487058,"Existing Customer",51,"F",2,"Unknown","Married","Less than $40K",36,6,2,3,13812,1132,3723,56
779653458,"Existing Customer",37,"M",3,"Graduate","Married","$80K - $120K",20,3,3,3,8260,2077,2323,47
711847833,"Existing Customer",42,"F",2,"Graduate","Single","Less than $40K",32,2,2,2,1933,1127,4833,71
751155783,"Existing Customer",47,"F",2,"High School","Married","$40K - $60K",40,2,1,3,4074,1868,15005,118
755661933,"Attrited Customer",48,"F",3,"Graduate","Single","$40K - $60K",41,5,3,3,1899,671,2434,45
711226758,"Existing Customer",51,"F",1,"College","Divorced","Less than $40K",42,3,2,3,4002,1669,2024,53
717406983,"Attrited Customer",30,"M",2,"Graduate","Unknown","$40K - $60K",36,4,3,3,5281,0,8395,62
708371733,"Existing Customer",41,"F",3,"High School","Married","Less than $40K",15,1,1,2,4662,0,4931,81
712350858,"Existing Customer",41,"M",2,"High School","Married","$80K - $120K",24,4,1,3,9366,1104,1303,39
739828308,"Existing Customer",55,"M",3,"Uneducated","Single","$120K +",48,5,2,2,3088,1743,3906,68
719739108,"Existing Customer",62,"F",0,"Graduate","Divorced","$40K - $60K",50,3,2,4,11352,2517,4021,56
715319958,"Attrited Customer",48,"M",3,"Uneducated","Married","$120K +",36,5,2,4,34516,787,1312,32
721301733,"Existing Customer",53,"M",1,"Graduate","Married","$80K - $120K",38,6,3,2,22140,733,1580,45
715338783,"Existing Customer",32,"M",1,"High School","Single","$60K - $80K",36,4,2,2,2999,0,3018,80
717567333,"Existing Customer",35,"M",3,"Graduate","Married","$60K - $80K",26,6,3,2,3991,1982,1661,35
713739708,"Existing Customer",61,"M",0,"High School","Single","$60K - $80K",53,1,3,3,2415,2050,4479,71
710122458,"Existing Customer",38,"M",2,"High School","Single","$60K - $80K",36,5,3,2,31546,2057,15311,108
715410783,"Attrited Customer",55,"F",1,"Unknown","Single","Less than $40K",36,5,2,3,1836,572,2400,34
720398958,"Existing Customer",53,"F",1,"Uneducated","Single","Less than $40K",43,6,2,3,2126,1257,4340,70
720491958,"Existing Customer",34,"F",3,"Uneducated","Single","Less than $40K",36,4,3,3,1438.3,0,4302,74
714347508,"Existing Customer",35,"M",2,"Uneducated","Single","$60K - $80K",21,4,3,3,7766,1278,2423,74
714673833,"Existing Customer",59,"F",1,"Graduate","Single","$40K - $60K",36,3,3,1,1528,0,4411,77
719437908,"Existing Customer",44,"M",3,"Post-Graduate","Divorced","$80K - $120K",36,6,2,2,17965,1644,1767,50
719449533,"Attrited Customer",49,"F",3,"Uneducated","Single","$40K - $60K",38,1,2,3,2655,2283,2386,49
772323033,"Existing Customer",44,"F",4,"Graduate","Single","Less than $40K",33,3,2,2,4606,1556,4363,78
715713408,"Existing Customer",55,"M",2,"Graduate","Married","Less than $40K",46,3,5,3,15987,0,15853,117
720848733,"Existing Customer",38,"M",1,"High School","Married","$80K - $120K",24,4,3,2,13363,1230,1815,33
711534183,"Existing Customer",41,"M",2,"High School","Single","$80K - $120K",36,4,2,4,28830,0,3533,57
780998133,"Existing Customer",43,"M",3,"Graduate","Married","$80K - $120K",34,3,4,4,10540,1489,1980,45
789241308,"Attrited Customer",54,"F",2,"Unknown","Unknown","Less than $40K",39,4,3,3,1438.3,0,2145,41
719976558,"Existing Customer",47,"M",2,"Graduate","Unknown","$60K - $80K",34,3,2,4,4249,1562,1881,49
711159108,"Attrited Customer",58,"F",0,"High School","Married","Less than $40K",36,3,2,2,7418,396,911,26
710208633,"Existing Customer",37,"F",1,"Graduate","Married","Less than $40K",31,5,2,2,2417,1929,1773,42
720486408,"Existing Customer",55,"F",1,"Uneducated","Single","Less than $40K",36,3,3,0,1438.3,756,4436,73
778912683,"Existing Customer",51,"F",2,"Graduate","Single","Unknown",32,3,3,1,8365,1504,4778,88
717893358,"Existing Customer",43,"F",3,"Graduate","Married","Unknown",33,6,1,3,7951,1456,4452,65
793736958,"Existing Customer",49,"M",3,"High School","Single","$120K +",43,1,2,1,21680,1587,4410,86
719147208,"Existing Customer",29,"F",2,"Unknown","Single","Less than $40K",21,4,3,2,2298,0,4814,88
719549508,"Existing Customer",49,"F",4,"Graduate","Single","Less than $40K",40,4,2,2,2712,1686,4678,74
714531108,"Existing Customer",31,"M",1,"College","Married","$80K - $120K",36,4,3,3,4260,1775,2109,52
826762908,"Existing Customer",52,"M",3,"High School","Unknown","$80K - $120K",48,3,2,0,11976,1273,2089,36
721107258,"Existing Customer",45,"F",5,"Unknown","Unknown","Less than $40K",37,2,2,2,5465,1967,14192,115
782802033,"Attrited Customer",45,"F",4,"Unknown","Married","Less than $40K",39,3,2,2,3411,1472,2108,55
710263608,"Existing Customer",53,"F",3,"High School","Married","Unknown",36,4,2,4,11098,821,2156,46
788788758,"Existing Customer",57,"F",3,"College","Single","Unknown",39,4,1,2,7469,1752,2050,46
788673708,"Attrited Customer",57,"F",2,"High School","Married","$40K - $60K",45,2,1,3,1438.3,0,1254,35
716636808,"Existing Customer",39,"M",3,"Graduate","Single","$120K +",36,4,2,2,34516,0,3572,55
708793008,"Attrited Customer",46,"M",3,"Doctorate","Divorced","$80K - $120K",35,5,3,3,9949,0,2207,40
715993608,"Existing Customer",51,"M",2,"College","Single","$120K +",41,6,3,2,26714,2517,1686,50
716797758,"Existing Customer",53,"F",2,"Unknown","Married","Less than $40K",44,3,2,4,3519,0,1670,33
713371233,"Existing Customer",43,"F",1,"Graduate","Married","Less than $40K",31,5,1,2,11583,631,3320,55
775267158,"Existing Customer",43,"F",3,"Graduate","Married","$40K - $60K",37,2,1,3,2476,1396,8785,111
710892408,"Existing Customer",57,"F",1,"High School","Married","Less than $40K",36,6,2,2,3101,1257,1681,32
711406758,"Existing Customer",48,"F",3,"Graduate","Married","Less than $40K",36,3,2,2,1667,0,4385,80
717271983,"Existing Customer",60,"M",0,"College","Single","$80K - $120K",53,6,3,2,34516,1388,3261,64
786480183,"Existing Customer",50,"F",2,"Uneducated","Married","Unknown",44,6,2,5,16763,0,3626,69
771922008,"Existing Customer",57,"F",2,"Unknown","Single","Less than $40K",46,5,2,2,5443,1889,4416,64
719453283,"Existing Customer",45,"F",2,"Uneducated","Married","Less than $40K",36,3,4,3,2918,1597,4454,76
826245858,"Attrited Customer",50,"M",2,"Graduate","Single","$80K - $120K",40,3,4,6,34516,0,7661,79
717171408,"Existing Customer",36,"M",1,"Unknown","Married","$80K - $120K",26,6,2,1,9959,0,2021,41
710871108,"Existing Customer",45,"M",5,"Uneducated","Divorced","$60K - $80K",36,4,2,4,31756,1459,4759,70
716982483,"Existing Customer",49,"F",2,"Graduate","Married","Less than $40K",38,3,4,2,1438.3,0,4497,79
818908833,"Existing Customer",46,"M",3,"Graduate","Married","$40K - $60K",41,5,2,2,2564,0,2038,45
712144158,"Attrited Customer",53,"F",1,"Graduate","Single","Less than $40K",48,6,6,3,2370,1166,2164,45
787565433,"Existing Customer",53,"M",2,"Post-Graduate","Married","$80K - $120K",43,4,2,4,4039,1397,1494,36
818712633,"Existing Customer",41,"F",3,"Graduate","Single","Less than $40K",36,4,6,2,4133,1067,16100,119
716340783,"Existing Customer",48,"M",4,"High School","Married","$80K - $120K",36,1,1,2,21526,1320,14441,105
787638408,"Existing Customer",47,"F",1,"High School","Single","Unknown",40,5,4,4,8440,2087,4161,74
716262708,"Existing Customer",51,"F",2,"College","Single","Less than $40K",36,1,3,2,1438.3,718,4447,71
713706258,"Existing Customer",52,"F",1,"Unknown","Single","Less than $40K",43,6,2,1,1438.3,773,4890,63
709774608,"Existing Customer",51,"M",3,"Unknown","Married","$60K - $80K",36,4,3,4,5993,1582,3464,64
792402483,"Existing Customer",46,"M",4,"Graduate","Single","$60K - $80K",40,5,2,1,12280,985,4263,70
718655808,"Existing Customer",44,"F",3,"Uneducated","Married","Less than $40K",36,3,3,2,12944,1200,16161,105
820936533,"Existing Customer",47,"M",3,"Graduate","Unknown","Less than $40K",43,1,3,3,2781,1950,9331,93
712899333,"Existing Customer",47,"F",4,"College","Single","Less than $40K",37,6,2,2,4256,1084,1100,29
718861458,"Existing Customer",49,"M",5,"Unknown","Single","$60K - $80K",36,6,1,2,5159,1532,1826,37
786493908,"Existing Customer",42,"F",4,"Uneducated","Single","Less than $40K",36,4,3,3,10091,0,3347,64
817908783,"Existing Customer",44,"M",3,"Unknown","Single","$120K +",39,2,3,1,34516,2123,14242,107
717541308,"Existing Customer",61,"F",2,"Graduate","Single","Less than $40K",45,2,2,3,2602,1441,4838,85
721083258,"Existing Customer",37,"F",4,"High School","Divorced","$40K - $60K",22,5,1,3,2563,1638,2064,46
716362008,"Existing Customer",37,"M",2,"Doctorate","Married","$40K - $60K",29,3,3,2,1808,1009,1744,35
819979458,"Existing Customer",35,"F",3,"Doctorate","Married","Less than $40K",30,5,2,2,3976,1789,4419,75
710782458,"Existing Customer",31,"M",1,"Graduate","Married","$40K - $60K",20,6,2,5,2469,1695,1615,36
715679733,"Existing Customer",43,"F",2,"Uneducated","Single","Less than $40K",36,5,2,4,1736,1513,3462,67
813752433,"Attrited Customer",43,"F",3,"Graduate","Single","Less than $40K",38,5,2,4,4075,1986,2449,27
718788258,"Existing Customer",52,"M",5,"Unknown","Married","$80K - $120K",40,3,3,4,30314,776,3290,82
803380383,"Existing Customer",46,"F",5,"Graduate","Divorced","Less than $40K",40,3,3,3,1592,925,4615,90
710722908,"Existing Customer",53,"M",3,"Doctorate","Single","$120K +",36,3,1,0,30883,1694,1267,23
809954133,"Existing Customer",49,"M",2,"Uneducated","Married","$60K - $80K",44,6,1,3,5013,0,5223,84
710587458,"Existing Customer",34,"M",2,"High School","Unknown","$80K - $120K",22,4,3,2,11154,1612,4339,77
716619558,"Existing Customer",38,"F",0,"High School","Single","Less than $40K",36,4,3,2,13747,1941,16401,119
715615233,"Existing Customer",60,"F",1,"High School","Divorced","Less than $40K",48,5,3,3,2737,1812,4507,86
772105608,"Existing Customer",48,"F",4,"Uneducated","Single","Less than $40K",37,6,3,4,2646,872,4246,80
712228458,"Existing Customer",50,"M",2,"Unknown","Unknown","$120K +",32,2,3,1,25645,1083,4302,63
711348033,"Existing Customer",50,"M",2,"Graduate","Married","$40K - $60K",40,4,3,2,5435,1243,16202,117
713316558,"Existing Customer",41,"M",4,"High School","Married","$60K - $80K",29,3,2,2,4573,0,3776,70
823922208,"Existing Customer",49,"M",3,"Unknown","Single","$60K - $80K",45,1,1,1,2122,1101,7404,103
789344358,"Existing Customer",57,"F",1,"Unknown","Married","Less than $40K",47,4,1,3,3416,2468,1536,42
721041483,"Attrited Customer",45,"M",4,"Doctorate","Married","$60K - $80K",37,1,2,2,13093,2517,2032,39
709633533,"Existing Customer",31,"M",2,"Uneducated","Married","Less than $40K",18,3,2,4,1438.3,0,2789,50
721332033,"Existing Customer",42,"M",2,"Unknown","Single","$80K - $120K",30,4,2,1,29195,892,4411,67
712410858,"Existing Customer",50,"F",4,"Uneducated","Married","Unknown",40,4,1,3,2315,1336,4143,65
720899883,"Existing Customer",44,"F",1,"High School","Married","$40K - $60K",35,6,2,2,6849,0,3770,82
712159083,"Attrited Customer",58,"F",4,"Unknown","Married","Less than $40K",46,2,3,3,2536,0,901,35
807014583,"Existing Customer",31,"F",0,"Graduate","Divorced","Unknown",26,3,3,3,1469,0,4331,89
709967358,"Existing Customer",48,"M",4,"Post-Graduate","Single","$80K - $120K",36,6,2,3,30367,2362,1671,27
785055108,"Existing Customer",52,"M",0,"Graduate","Single","$60K - $80K",46,4,2,4,10817,1142,3889,60
710884683,"Existing Customer",48,"M",4,"Graduate","Married","$80K - $120K",40,6,2,5,34516,807,3937,80
713382558,"Existing Customer",57,"F",3,"College","Single","Less than $40K",42,1,1,2,2063,953,4304,81
708148158,"Existing Customer",39,"F",4,"Unknown","Married","Unknown",21,2,3,2,1827,0,4207,86
717424458,"Existing Customer",44,"F",2,"Post-Graduate","Married","Less than $40K",36,3,3,2,2293,1823,1166,22
711453783,"Existing Customer",41,"F",3,"Unknown","Single","Less than $40K",29,4,2,3,1966,1452,4666,74
797743233,"Existing Customer",45,"M",3,"Uneducated","Unknown","$60K - $80K",39,3,2,3,5996,865,4542,77
789504183,"Existing Customer",37,"M",4,"Graduate","Single","$120K +",28,3,3,4,34516,0,2574,62
709625733,"Existing Customer",50,"M",2,"High School","Single","$60K - $80K",40,5,2,3,9690,1115,4620,64
720537633,"Existing Customer",44,"F",3,"Doctorate","Married","Less than $40K",36,2,3,1,3047,2139,4961,85
709869708,"Existing Customer",54,"F",3,"College","Single","Less than $40K",45,5,1,4,3062,2039,4037,71
711887583,"Attrited Customer",47,"M",2,"Unknown","Married","$80K - $120K",37,2,3,3,5449,1628,836,18
819160158,"Existing Customer",42,"M",3,"Uneducated","Married","$40K - $60K",37,2,3,3,4960,1724,8218,88
708821733,"Attrited Customer",43,"F",3,"Unknown","Single","$40K - $60K",36,2,3,4,19713,531,8301,70
789842283,"Attrited Customer",54,"M",2,"Graduate","Married","$60K - $80K",42,3,3,2,4320,0,706,21
712831908,"Existing Customer",59,"F",1,"College","Married","$40K - $60K",49,2,2,1,3481,603,4556,81
715118058,"Existing Customer",45,"M",3,"Graduate","Married","$80K - $120K",36,3,3,1,20274,2100,5274,66
711883833,"Existing Customer",50,"F",1,"Uneducated","Single","Less than $40K",37,6,1,1,1837,665,4752,88
708911508,"Existing Customer",50,"F",2,"Unknown","Married","Less than $40K",39,3,3,2,2046,0,3446,71
779484408,"Existing Customer",37,"M",1,"Unknown","Married","$60K - $80K",19,6,1,2,18951,1243,2874,58
709695333,"Existing Customer",48,"M",2,"High School","Single","$80K - $120K",36,3,2,4,10227,1695,3577,82
717128283,"Existing Customer",40,"F",3,"High School","Unknown","Less than $40K",36,5,2,2,5525,2409,2305,33
711379083,"Existing Customer",60,"F",0,"Doctorate","Single","Less than $40K",42,5,3,3,2758,1429,5124,74
713004933,"Attrited Customer",40,"M",3,"High School","Married","$60K - $80K",27,3,2,1,6813,2332,2634,51
789161358,"Existing Customer",30,"F",0,"Graduate","Married","Less than $40K",19,3,1,4,3213,2517,2666,46
771756333,"Existing Customer",34,"F",3,"Graduate","Married","Less than $40K",23,5,3,3,2263,1794,2154,37
787770858,"Existing Customer",43,"M",4,"Graduate","Single","$80K - $120K",32,3,2,3,8333,774,3889,81
718370733,"Existing Customer",48,"F",2,"Uneducated","Married","Unknown",35,2,3,3,6074,0,4504,90
778286433,"Existing Customer",67,"M",0,"Graduate","Married","$40K - $60K",56,4,2,1,5876,1297,2133,55
708492558,"Existing Customer",42,"M",3,"Unknown","Married","$60K - $80K",36,5,3,3,15088,865,1107,21
716154258,"Existing Customer",48,"M",4,"Doctorate","Unknown","$60K - $80K",38,3,2,2,32658,1482,2023,37
709739283,"Existing Customer",62,"M",0,"High School","Single","Unknown",36,3,3,3,21329,2119,4206,75
710522433,"Existing Customer",65,"M",0,"Graduate","Married","Less than $40K",46,3,2,2,2416,1499,2372,53
708798483,"Attrited Customer",37,"F",3,"Unknown","Single","Unknown",24,2,3,2,2054,0,2567,43
708693558,"Existing Customer",50,"F",3,"High School","Single","Less than $40K",38,3,2,2,12569,2167,7344,95
778327908,"Existing Customer",50,"M",2,"Uneducated","Single","Less than $40K",40,4,3,5,2419,2380,4099,73
803587533,"Existing Customer",33,"M",1,"Uneducated","Single","$60K - $80K",28,6,3,4,2618,1812,3319,86
718490658,"Existing Customer",50,"F",1,"Graduate","Single","Less than $40K",36,4,1,3,5012,2242,1142,28
718815108,"Existing Customer",50,"M",2,"Unknown","Married","$80K - $120K",38,3,3,1,6030,1315,3420,81
713089458,"Existing Customer",44,"M",1,"High School","Married","Less than $40K",33,5,2,2,6130,808,3411,78
708337683,"Existing Customer",51,"M",2,"Uneducated","Single","$60K - $80K",40,4,2,2,21800,893,3820,62
779858058,"Existing Customer",34,"F",2,"Graduate","Unknown","Less than $40K",18,4,1,3,2730,0,4530,72
715851333,"Existing Customer",42,"M",4,"High School","Married","$60K - $80K",27,2,3,2,13804,1903,7376,97
712812408,"Attrited Customer",40,"F",3,"Unknown","Married","Less than $40K",28,2,3,3,1535,0,1921,41
714098883,"Existing Customer",45,"F",1,"Graduate","Single","$40K - $60K",36,5,2,2,1936,1613,4773,80
718088133,"Existing Customer",40,"F",3,"Unknown","Divorced","Less than $40K",36,6,1,0,2348,1061,1901,27
716297658,"Existing Customer",37,"M",2,"Graduate","Single","$80K - $120K",36,4,1,4,14926,0,2405,55
809092458,"Existing Customer",36,"F",4,"Uneducated","Married","$40K - $60K",31,5,2,3,2517,1336,5211,83
713388108,"Attrited Customer",62,"F",0,"High School","Unknown","Less than $40K",51,4,2,3,5210,0,2162,36
713573508,"Attrited Customer",41,"M",4,"Graduate","Unknown","$40K - $60K",32,4,2,4,16509,425,1740,43
716479233,"Existing Customer",43,"M",4,"High School","Married","$40K - $60K",36,5,3,2,13258,1721,1080,21
715030308,"Existing Customer",42,"M",4,"Graduate","Married","$40K - $60K",27,5,1,2,1503,929,4680,67
778224858,"Existing Customer",42,"F",2,"College","Unknown","Unknown",32,3,3,4,4035,1003,4589,89
712517808,"Existing Customer",42,"M",5,"High School","Married","$60K - $80K",36,2,4,3,3275,1525,14830,112
780382008,"Existing Customer",42,"F",4,"Unknown","Single","Less than $40K",32,6,3,2,13719,1384,3774,63
718892283,"Existing Customer",43,"M",2,"Graduate","Married","$40K - $60K",34,3,2,1,4396,0,4771,78
